ID	Gene Name	Species	KEGG_PATHWAY
sucA	2-oxoglutarate dehydrogenase E1 component	Escherichia coli	ecc00020:Citrate cycle (TCA cycle),ecc00310:Lysine degradation,ecc00380:Tryptophan metabolism,ecd00020:Citrate cycle (TCA cycle),ecd00310:Lysine degradation,ecd00380:Tryptophan metabolism,ece00020:Citrate cycle (TCA cycle),ece00310:Lysine degradation,ece00380:Tryptophan metabolism,ecf00020:Citrate cycle (TCA cycle),ecf00310:Lysine degradation,ecf00380:Tryptophan metabolism,ecg00020:Citrate cycle (TCA cycle),ecg00310:Lysine degradation,ecg00380:Tryptophan metabolism,eci00020:Citrate cycle (TCA cycle),eci00310:Lysine degradation,eci00380:Tryptophan metabolism,ecj00020:Citrate cycle (TCA cycle),ecj00310:Lysine degradation,ecj00380:Tryptophan metabolism,eck00020:Citrate cycle (TCA cycle),eck00310:Lysine degradation,eck00380:Tryptophan metabolism,ecl00020:Citrate cycle (TCA cycle),ecl00310:Lysine degradation,ecl00380:Tryptophan metabolism,ecm00020:Citrate cycle (TCA cycle),ecm00310:Lysine degradation,ecm00380:Tryptophan metabolism,eco00020:Citrate cycle (TCA cycle),eco00310:Lysine degradation,eco00380:Tryptophan metabolism,ecp00020:Citrate cycle (TCA cycle),ecp00310:Lysine degradation,ecp00380:Tryptophan metabolism,ecq00020:Citrate cycle (TCA cycle),ecq00310:Lysine degradation,ecq00380:Tryptophan metabolism,ecr00020:Citrate cycle (TCA cycle),ecr00310:Lysine degradation,ecr00380:Tryptophan metabolism,ecs00020:Citrate cycle (TCA cycle),ecs00310:Lysine degradation,ecs00380:Tryptophan metabolism,ect00020:Citrate cycle (TCA cycle),ect00310:Lysine degradation,ect00380:Tryptophan metabolism,ecv00020:Citrate cycle (TCA cycle),ecv00310:Lysine degradation,ecv00380:Tryptophan metabolism,ecw00020:Citrate cycle (TCA cycle),ecw00310:Lysine degradation,ecw00380:Tryptophan metabolism,ecx00020:Citrate cycle (TCA cycle),ecx00310:Lysine degradation,ecx00380:Tryptophan metabolism,ecy00020:Citrate cycle (TCA cycle),ecy00310:Lysine degradation,ecy00380:Tryptophan metabolism,ecz00020:Citrate cycle (TCA cycle),ecz00310:Lysine degradation,ecz00380:Tryptophan metabolism,eum00020:Citrate cycle (TCA cycle),eum00310:Lysine degradation,eum00380:Tryptophan metabolism,
menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	Escherichia coli	ecc00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecd00130:Ubiquinone and other terpenoid-quinone biosynthesis,ece00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecf00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecg00130:Ubiquinone and other terpenoid-quinone biosynthesis,eci00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecj00130:Ubiquinone and other terpenoid-quinone biosynthesis,eck00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecm00130:Ubiquinone and other terpenoid-quinone biosynthesis,eco00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecq00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecr00130:Ubiquinone and other terpenoid-quinone biosynthesis,ect00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecv00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecw00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecx00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecz00130:Ubiquinone and other terpenoid-quinone biosynthesis,eum00130:Ubiquinone and other terpenoid-quinone biosynthesis,
yfbB	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Escherichia coli	ecc00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecd00130:Ubiquinone and other terpenoid-quinone biosynthesis,ece00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecg00130:Ubiquinone and other terpenoid-quinone biosynthesis,eci00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecj00130:Ubiquinone and other terpenoid-quinone biosynthesis,eck00130:Ubiquinone and other terpenoid-quinone biosynthesis,eco00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecq00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecr00130:Ubiquinone and other terpenoid-quinone biosynthesis,ect00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecv00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecz00130:Ubiquinone and other terpenoid-quinone biosynthesis,eum00130:Ubiquinone and other terpenoid-quinone biosynthesis,
menE	2-succinylbenzoate--CoA ligase	Escherichia coli	ecc00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecd00130:Ubiquinone and other terpenoid-quinone biosynthesis,ece00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecf00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecg00130:Ubiquinone and other terpenoid-quinone biosynthesis,eci00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecj00130:Ubiquinone and other terpenoid-quinone biosynthesis,eck00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecm00130:Ubiquinone and other terpenoid-quinone biosynthesis,eco00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecq00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecr00130:Ubiquinone and other terpenoid-quinone biosynthesis,ect00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecv00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecw00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecx00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecz00130:Ubiquinone and other terpenoid-quinone biosynthesis,eum00130:Ubiquinone and other terpenoid-quinone biosynthesis,
ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	Escherichia coli	ecc00740:Riboflavin metabolism,ecd00740:Riboflavin metabolism,ece00740:Riboflavin metabolism,ecf00740:Riboflavin metabolism,ecg00740:Riboflavin metabolism,eci00740:Riboflavin metabolism,ecj00740:Riboflavin metabolism,eck00740:Riboflavin metabolism,ecl00740:Riboflavin metabolism,ecm00740:Riboflavin metabolism,eco00740:Riboflavin metabolism,ecp00740:Riboflavin metabolism,ecq00740:Riboflavin metabolism,ecr00740:Riboflavin metabolism,ecs00740:Riboflavin metabolism,ect00740:Riboflavin metabolism,ecv00740:Riboflavin metabolism,ecw00740:Riboflavin metabolism,ecx00740:Riboflavin metabolism,ecy00740:Riboflavin metabolism,ecz00740:Riboflavin metabolism,eum00740:Riboflavin metabolism,
mhpA	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	Escherichia coli	ecd00360:Phenylalanine metabolism,ece00360:Phenylalanine metabolism,ecf00360:Phenylalanine metabolism,ecj00360:Phenylalanine metabolism,eck00360:Phenylalanine metabolism,ecl00360:Phenylalanine metabolism,ecm00360:Phenylalanine metabolism,eco00360:Phenylalanine metabolism,ecq00360:Phenylalanine metabolism,ecr00360:Phenylalanine metabolism,ecs00360:Phenylalanine metabolism,ect00360:Phenylalanine metabolism,ecw00360:Phenylalanine metabolism,ecx00360:Phenylalanine metabolism,ecy00360:Phenylalanine metabolism,eum00360:Phenylalanine metabolism,
aroD	3-dehydroquinate dehydratase	Escherichia coli	ecc00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecd00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ece00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecf00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecg00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eci00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecj00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eck00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecl00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecm00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecp00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecq00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecr00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecs00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ect00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecv00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecw00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecx00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecy00400:Phenylalanine, tyrosine and tryptophan biosynthesis,ecz00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eum00400:Phenylalanine, tyrosine and tryptophan biosynthesis,
ubiG	3-demethylubiquinone-9 3-methyltransferase	Escherichia coli	ecc00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecd00130:Ubiquinone and other terpenoid-quinone biosynthesis,ece00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecf00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecg00130:Ubiquinone and other terpenoid-quinone biosynthesis,eci00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecj00130:Ubiquinone and other terpenoid-quinone biosynthesis,eck00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecm00130:Ubiquinone and other terpenoid-quinone biosynthesis,eco00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecq00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecr00130:Ubiquinone and other terpenoid-quinone biosynthesis,ect00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecv00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecw00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecx00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecz00130:Ubiquinone and other terpenoid-quinone biosynthesis,eum00130:Ubiquinone and other terpenoid-quinone biosynthesis,
kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	Escherichia coli	ecc00540:Lipopolysaccharide biosynthesis,ecd00540:Lipopolysaccharide biosynthesis,ece00540:Lipopolysaccharide biosynthesis,ecf00540:Lipopolysaccharide biosynthesis,ecg00540:Lipopolysaccharide biosynthesis,eci00540:Lipopolysaccharide biosynthesis,ecj00540:Lipopolysaccharide biosynthesis,eck00540:Lipopolysaccharide biosynthesis,ecm00540:Lipopolysaccharide biosynthesis,eco00540:Lipopolysaccharide biosynthesis,ecq00540:Lipopolysaccharide biosynthesis,ecr00540:Lipopolysaccharide biosynthesis,ect00540:Lipopolysaccharide biosynthesis,ecv00540:Lipopolysaccharide biosynthesis,ecw00540:Lipopolysaccharide biosynthesis,ecx00540:Lipopolysaccharide biosynthesis,ecz00540:Lipopolysaccharide biosynthesis,eum00540:Lipopolysaccharide biosynthesis,
fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	Escherichia coli	ecc00061:Fatty acid biosynthesis,ecd00061:Fatty acid biosynthesis,ece00061:Fatty acid biosynthesis,ecf00061:Fatty acid biosynthesis,ecg00061:Fatty acid biosynthesis,eci00061:Fatty acid biosynthesis,ecj00061:Fatty acid biosynthesis,eck00061:Fatty acid biosynthesis,ecm00061:Fatty acid biosynthesis,eco00061:Fatty acid biosynthesis,ecq00061:Fatty acid biosynthesis,ecr00061:Fatty acid biosynthesis,ect00061:Fatty acid biosynthesis,ecv00061:Fatty acid biosynthesis,ecw00061:Fatty acid biosynthesis,ecx00061:Fatty acid biosynthesis,ecz00061:Fatty acid biosynthesis,eum00061:Fatty acid biosynthesis,
leuC	3-isopropylmalate dehydratase large subunit	Escherichia coli	ecc00290:Valine, leucine and isoleucine biosynthesis,ece00290:Valine, leucine and isoleucine biosynthesis,ecf00290:Valine, leucine and isoleucine biosynthesis,ecg00290:Valine, leucine and isoleucine biosynthesis,eci00290:Valine, leucine and isoleucine biosynthesis,ecj00290:Valine, leucine and isoleucine biosynthesis,eck00290:Valine, leucine and isoleucine biosynthesis,ecm00290:Valine, leucine and isoleucine biosynthesis,eco00290:Valine, leucine and isoleucine biosynthesis,ecq00290:Valine, leucine and isoleucine biosynthesis,ecr00290:Valine, leucine and isoleucine biosynthesis,ect00290:Valine, leucine and isoleucine biosynthesis,ecv00290:Valine, leucine and isoleucine biosynthesis,ecw00290:Valine, leucine and isoleucine biosynthesis,ecx00290:Valine, leucine and isoleucine biosynthesis,ecz00290:Valine, leucine and isoleucine biosynthesis,eum00290:Valine, leucine and isoleucine biosynthesis,
leuD	3-isopropylmalate dehydratase small subunit	Escherichia coli	ecc00290:Valine, leucine and isoleucine biosynthesis,ece00290:Valine, leucine and isoleucine biosynthesis,ecf00290:Valine, leucine and isoleucine biosynthesis,ecg00290:Valine, leucine and isoleucine biosynthesis,eci00290:Valine, leucine and isoleucine biosynthesis,ecj00290:Valine, leucine and isoleucine biosynthesis,eck00290:Valine, leucine and isoleucine biosynthesis,ecl00290:Valine, leucine and isoleucine biosynthesis,ecm00290:Valine, leucine and isoleucine biosynthesis,eco00290:Valine, leucine and isoleucine biosynthesis,ecp00290:Valine, leucine and isoleucine biosynthesis,ecq00290:Valine, leucine and isoleucine biosynthesis,ecr00290:Valine, leucine and isoleucine biosynthesis,ecs00290:Valine, leucine and isoleucine biosynthesis,ect00290:Valine, leucine and isoleucine biosynthesis,ecv00290:Valine, leucine and isoleucine biosynthesis,ecw00290:Valine, leucine and isoleucine biosynthesis,ecx00290:Valine, leucine and isoleucine biosynthesis,ecy00290:Valine, leucine and isoleucine biosynthesis,ecz00290:Valine, leucine and isoleucine biosynthesis,eum00290:Valine, leucine and isoleucine biosynthesis,
leuB	3-isopropylmalate dehydrogenase	Escherichia coli	ecc00290:Valine, leucine and isoleucine biosynthesis,ece00290:Valine, leucine and isoleucine biosynthesis,ecf00290:Valine, leucine and isoleucine biosynthesis,ecg00290:Valine, leucine and isoleucine biosynthesis,eci00290:Valine, leucine and isoleucine biosynthesis,ecj00290:Valine, leucine and isoleucine biosynthesis,eck00290:Valine, leucine and isoleucine biosynthesis,ecm00290:Valine, leucine and isoleucine biosynthesis,eco00290:Valine, leucine and isoleucine biosynthesis,ecq00290:Valine, leucine and isoleucine biosynthesis,ecr00290:Valine, leucine and isoleucine biosynthesis,ect00290:Valine, leucine and isoleucine biosynthesis,ecv00290:Valine, leucine and isoleucine biosynthesis,ecw00290:Valine, leucine and isoleucine biosynthesis,ecx00290:Valine, leucine and isoleucine biosynthesis,ecz00290:Valine, leucine and isoleucine biosynthesis,eum00290:Valine, leucine and isoleucine biosynthesis,
fadI	3-ketoacyl-CoA thiolase	Escherichia coli	ecc00071:Fatty acid metabolism,ecc00280:Valine, leucine and isoleucine degradation,ecc00281:Geraniol degradation,ecc00592:alpha-Linolenic acid metabolism,ecd00071:Fatty acid metabolism,ecd00280:Valine, leucine and isoleucine degradation,ecd00281:Geraniol degradation,ecd00362:Benzoate degradation via hydroxylation,ecd00592:alpha-Linolenic acid metabolism,ece00071:Fatty acid metabolism,ece00280:Valine, leucine and isoleucine degradation,ece00281:Geraniol degradation,ece00362:Benzoate degradation via hydroxylation,ece00592:alpha-Linolenic acid metabolism,ece00642:Ethylbenzene degradation,ecf00071:Fatty acid metabolism,ecf00280:Valine, leucine and isoleucine degradation,ecf00281:Geraniol degradation,ecf00362:Benzoate degradation via hydroxylation,ecf00592:alpha-Linolenic acid metabolism,ecf00642:Ethylbenzene degradation,ecg00071:Fatty acid metabolism,ecg00280:Valine, leucine and isoleucine degradation,ecg00281:Geraniol degradation,ecg00362:Benzoate degradation via hydroxylation,ecg00592:alpha-Linolenic acid metabolism,eci00071:Fatty acid metabolism,eci00280:Valine, leucine and isoleucine degradation,eci00281:Geraniol degradation,eci00592:alpha-Linolenic acid metabolism,ecj00071:Fatty acid metabolism,ecj00280:Valine, leucine and isoleucine degradation,ecj00281:Geraniol degradation,ecj00362:Benzoate degradation via hydroxylation,ecj00592:alpha-Linolenic acid metabolism,ecj00642:Ethylbenzene degradation,eck00071:Fatty acid metabolism,eck00280:Valine, leucine and isoleucine degradation,eck00281:Geraniol degradation,eck00362:Benzoate degradation via hydroxylation,eck00592:alpha-Linolenic acid metabolism,eck00642:Ethylbenzene degradation,ecl00071:Fatty acid metabolism,ecl00280:Valine, leucine and isoleucine degradation,ecl00281:Geraniol degradation,ecl00362:Benzoate degradation via hydroxylation,ecl00592:alpha-Linolenic acid metabolism,ecl00642:Ethylbenzene degradation,ecm00071:Fatty acid metabolism,ecm00280:Valine, leucine and isoleucine degradation,ecm00281:Geraniol degradation,ecm00362:Benzoate degradation via hydroxylation,ecm00592:alpha-Linolenic acid metabolism,ecm00642:Ethylbenzene degradation,eco00071:Fatty acid metabolism,eco00280:Valine, leucine and isoleucine degradation,eco00281:Geraniol degradation,eco00362:Benzoate degradation via hydroxylation,eco00592:alpha-Linolenic acid metabolism,eco00642:Ethylbenzene degradation,ecp00071:Fatty acid metabolism,ecp00280:Valine, leucine and isoleucine degradation,ecp00281:Geraniol degradation,ecp00592:alpha-Linolenic acid metabolism,ecq00071:Fatty acid metabolism,ecq00280:Valine, leucine and isoleucine degradation,ecq00281:Geraniol degradation,ecq00362:Benzoate degradation via hydroxylation,ecq00592:alpha-Linolenic acid metabolism,ecq00642:Ethylbenzene degradation,ecr00071:Fatty acid metabolism,ecr00280:Valine, leucine and isoleucine degradation,ecr00281:Geraniol degradation,ecr00362:Benzoate degradation via hydroxylation,ecr00592:alpha-Linolenic acid metabolism,ecr00642:Ethylbenzene degradation,ecs00071:Fatty acid metabolism,ecs00280:Valine, leucine and isoleucine degradation,ecs00281:Geraniol degradation,ecs00362:Benzoate degradation via hydroxylation,ecs00592:alpha-Linolenic acid metabolism,ecs00642:Ethylbenzene degradation,ect00071:Fatty acid metabolism,ect00280:Valine, leucine and isoleucine degradation,ect00281:Geraniol degradation,ect00362:Benzoate degradation via hydroxylation,ect00592:alpha-Linolenic acid metabolism,ect00642:Ethylbenzene degradation,ecv00071:Fatty acid metabolism,ecv00280:Valine, leucine and isoleucine degradation,ecv00281:Geraniol degradation,ecv00592:alpha-Linolenic acid metabolism,ecw00071:Fatty acid metabolism,ecw00280:Valine, leucine and isoleucine degradation,ecw00281:Geraniol degradation,ecw00362:Benzoate degradation via hydroxylation,ecw00592:alpha-Linolenic acid metabolism,ecw00642:Ethylbenzene degradation,ecx00071:Fatty acid metabolism,ecx00280:Valine, leucine and isoleucine degradation,ecx00281:Geraniol degradation,ecx00362:Benzoate degradation via hydroxylation,ecx00592:alpha-Linolenic acid metabolism,ecx00642:Ethylbenzene degradation,ecy00071:Fatty acid metabolism,ecy00280:Valine, leucine and isoleucine degradation,ecy00281:Geraniol degradation,ecy00362:Benzoate degradation via hydroxylation,ecy00592:alpha-Linolenic acid metabolism,ecy00642:Ethylbenzene degradation,ecz00071:Fatty acid metabolism,ecz00280:Valine, leucine and isoleucine degradation,ecz00281:Geraniol degradation,ecz00592:alpha-Linolenic acid metabolism,eum00071:Fatty acid metabolism,eum00280:Valine, leucine and isoleucine degradation,eum00281:Geraniol degradation,eum00362:Benzoate degradation via hydroxylation,eum00592:alpha-Linolenic acid metabolism,eum00642:Ethylbenzene degradation,
sseA	3-mercaptopyruvate sulfurtransferase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecd00270:Cysteine and methionine metabolism,ece00270:Cysteine and methionine metabolism,ecf00270:Cysteine and methionine metabolism,ecg00270:Cysteine and methionine metabolism,eci00270:Cysteine and methionine metabolism,ecj00270:Cysteine and methionine metabolism,eck00270:Cysteine and methionine metabolism,ecl00270:Cysteine and methionine metabolism,ecm00270:Cysteine and methionine metabolism,eco00270:Cysteine and methionine metabolism,ecp00270:Cysteine and methionine metabolism,ecq00270:Cysteine and methionine metabolism,ecr00270:Cysteine and methionine metabolism,ecs00270:Cysteine and methionine metabolism,ect00270:Cysteine and methionine metabolism,ecv00270:Cysteine and methionine metabolism,ecw00270:Cysteine and methionine metabolism,ecx00270:Cysteine and methionine metabolism,ecy00270:Cysteine and methionine metabolism,ecz00270:Cysteine and methionine metabolism,eum00270:Cysteine and methionine metabolism,
