ID	specialConditions	Go_Annotation	Go_Annotaion_Type	SourceType	Go_Annotaion_Name
sdhC		GO:0008177	F	IMP	succinate dehydrogenase (ubiquinone) activity
sdhC		GO:0048039	F	IDA	ubiquinone binding
sdhA		GO:0045282	C	IDA	plasma membrane succinate dehydrogenase complex
sdhA		GO:0005886	C	IDA	plasma membrane
sdhA		GO:0000104	F	IMP	succinate dehydrogenase activity
sdhA		GO:0009055	F	IGI	electron carrier activity
sdhA		GO:0055114	P	IGI	oxidation-reduction process
sdhA		GO:0009060	P	IGI	aerobic respiration
sdhA		GO:0006099	P	IGI	tricarboxylic acid cycle
sdhA		GO:0050660	F	IDA	flavin adenine dinucleotide binding
sucB		GO:0045252	C	IDA	oxoglutarate dehydrogenase complex
sucB		GO:0006099	P	IMP	tricarboxylic acid cycle
sucB		GO:0004149	F	IMP	dihydrolipoyllysine-residue succinyltransferase activity
sucB		GO:0004149	F	IDA	dihydrolipoyllysine-residue succinyltransferase activity
sucB		GO:0031405	F	IDA	lipoic acid binding
sucC		GO:0004775	F	IMP	succinate-CoA ligase (ADP-forming) activity
sucC		GO:0006099	P	IMP	tricarboxylic acid cycle
mngB		GO:0004559	F	IMP	alpha-mannosidase activity
tolQ		GO:0005886	C	IDA	plasma membrane
tolQ		GO:0016021	C	IDA	integral to membrane
tolQ		GO:0017038	P	IMP	protein import
tolQ		GO:0043213	P	IMP	bacteriocin transport
tolR		GO:0005886	C	IDA	plasma membrane
tolR		GO:0016021	C	IDA	integral to membrane
tolR		GO:0043213	P	IMP	bacteriocin transport
tolA		GO:0005886	C	IDA	plasma membrane
tolA		GO:0016021	C	IDA	integral to membrane
tolA		GO:0017038	P	IMP	protein import
tolA		GO:0043213	P	IMP	bacteriocin transport
tolB		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
tolB		GO:0005515	F	IPI	protein binding
tolB		GO:0043213	P	IMP	bacteriocin transport
tolB		GO:0017038	P	IMP	protein import
tolB		GO:0015031	P	IMP	protein transport
tolB		GO:0042597	C	IDA	periplasmic space
tolB		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
tolB		GO:0005515	F	IPI	protein binding
tolB		GO:0005515	F	IPI	protein binding
pal		GO:0005515	F	IPI	protein binding
nadA		GO:0008987	F	IMP	quinolinate synthetase A activity
galK		GO:0004335	F	IDA	galactokinase activity
galK		GO:0004335	F	IMP	galactokinase activity
galK		GO:0005737	C	IDA	cytoplasm
galK		GO:0033499	P	IMP	galactose catabolic process via UDP-galactose
galE		GO:0006012	P	IMP	galactose metabolic process
galE		GO:0005975	P	IMP	carbohydrate metabolic process
galE		GO:0016857	F	IDA	racemase and epimerase activity, acting on carbohydrates and derivatives
galE		GO:0006012	P	IDA	galactose metabolic process
galE		GO:0005737	C	IDA	cytoplasm
ybhA		GO:0050308	F	IDA	sugar-phosphatase activity
ybhA		GO:0050308	F	IDA	sugar-phosphatase activity
ybhA		GO:0016773	F	IDA	phosphotransferase activity, alcohol group as acceptor
ybhA		GO:0033883	F	IDA	pyridoxal phosphatase activity
ybhA		GO:0016791	F	IDA	phosphatase activity
ybhA		GO:0000287	F	IDA	magnesium ion binding
pgl		GO:0017057	F	IMP	6-phosphogluconolactonase activity
pgl		GO:0017057	F	IDA	6-phosphogluconolactonase activity
clsB		GO:0004630	F	IDA	phospholipase D activity
ybhR		GO:0006974	P	IEP	response to DNA damage stimulus
dinG		GO:0016887	F	IDA	ATPase activity
dinG		GO:0003678	F	IDA	DNA helicase activity
ybiJ		GO:0006974	P	IEP	response to DNA damage stimulus
ybiX		GO:0006974	P	IEP	response to DNA damage stimulus
fiu		GO:0015891	P	IMP	siderophore transport
fiu		GO:0042884	P	IMP	microcin transport
dps		GO:0003677	F	IDA	DNA binding
iaaA		GO:0016787	F	IDA	hydrolase activity
iaaA		GO:0004067	F	IDA	asparaginase activity
iaaA		GO:0008798	F	IDA	beta-aspartyl-peptidase activity
gsiB		GO:0006974	P	IEP	response to DNA damage stimulus
dacC		GO:0005887	C	IDA	integral to plasma membrane
artJ		GO:0016597	F	IDA	amino acid binding
artJ		GO:0042597	C	IDA	periplasmic space
artJ		GO:0034618	F	IDA	arginine binding
artJ		GO:0015809	P	IMP	arginine transport
artI		GO:0042597	C	IDA	periplasmic space
amiD		GO:0008745	F	IDA	N-acetylmuramoyl-L-alanine amidase activity
amiD		GO:0019867	C	IDA	outer membrane
amiD		GO:0008270	F	IDA	zinc ion binding
hcp		GO:0016491	F	IDA	oxidoreductase activity
hcp		GO:0055114	P	IMP	oxidation-reduction process
hcp		GO:0042542	P	IEP	response to hydrogen peroxide
hcp		GO:0004601	F	IDA	peroxidase activity
aqpZ		GO:0016021	C	IDA	integral to membrane
aqpZ		GO:0005515	F	IPI	protein binding
ybjX		GO:0006974	P	IEP	response to DNA damage stimulus
macA		GO:0019898	C	IDA	extrinsic to membrane
macB		GO:0016021	C	IDA	integral to membrane
cspD		GO:0003697	F	IDA	single-stranded DNA binding
cspD		GO:0042594	P	IDA	response to starvation
aat		GO:0008914	F	IDA	leucyltransferase activity
aat		GO:0008914	F	IDA	leucyltransferase activity
aat		GO:0005737	C	IDA	cytoplasm
aat		GO:0016755	F	IDA	transferase activity, transferring amino-acyl groups
lrp		GO:0006355	P	IMP	regulation of transcription, DNA-dependent
lrp		GO:0043565	F	IDA	sequence-specific DNA binding
lrp		GO:0043201	P	IMP	response to leucine
ftsK		GO:0051301	P	IMP	cell division
ftsK		GO:0007059	P	IMP	chromosome segregation
ftsK		GO:0051301	P	IMP	cell division
ftsK		GO:0007059	P	IMP	chromosome segregation
ftsK		GO:0005886	C	EXP	plasma membrane
ftsK		GO:0051301	P	IMP	cell division
ftsK		GO:0006970	P	IMP	response to osmotic stress
ftsK		GO:0003677	F	IDA	DNA binding
ftsK		GO:0016887	F	IDA	ATPase activity
ftsK		GO:0016020	C	IDA	membrane
ftsK		GO:0016020	C	IDA	membrane
ftsK		GO:0071236	P	IMP	cellular response to antibiotic
ftsK		GO:0007059	P	IMP	chromosome segregation
ftsK		GO:0015616	F	IDA	DNA translocase activity
ftsK		GO:0016887	F	IDA	ATPase activity
ftsK		GO:0007059	P	IDA	chromosome segregation
ftsK		GO:0051301	P	IMP	cell division
ftsK		GO:0007059	P	IPI	chromosome segregation
ftsK		GO:0045893	P	IMP	positive regulation of transcription, DNA-dependent
ftsK		GO:0009651	P	IMP	response to salt stress
ftsK		GO:0000920	P	IMP	cytokinetic cell separation
ftsK		GO:0007059	P	IMP	chromosome segregation
ftsK		GO:0007059	P	IGI	chromosome segregation
lolA		GO:0042953	P	IDA	lipoprotein transport
rarA		GO:0030894	C	IDA	replisome
pflA		GO:0006974	P	IEP	response to DNA damage stimulus
pflA		GO:0016491	F	IDA	oxidoreductase activity
msbA		GO:0034040	F	IDA	lipid-transporting ATPase activity
msbA		GO:0008289	F	IDA	lipid binding
msbA		GO:0008144	F	IDA	drug binding
lpxK		GO:0016020	C	IDA	membrane
lpxK		GO:0009029	F	IDA	tetraacyldisaccharide 4'-kinase activity
lpxK		GO:0009245	P	IDA	lipid A biosynthetic process
lpxK		GO:0009029	F	IMP	tetraacyldisaccharide 4'-kinase activity
mukB		GO:0007062	P	IMP	sister chromatid cohesion
mukB		GO:0007059	P	IMP	chromosome segregation
mukB		GO:0007059	P	IMP	chromosome segregation
ldtD		GO:0006974	P	IEP	response to DNA damage stimulus
aspC		GO:0004838	F	IMP	L-tyrosine:2-oxoglutarate aminotransferase activity
aspC		GO:0004069	F	IMP	L-aspartate:2-oxoglutarate aminotransferase activity
aspC		GO:0009094	P	IGI	L-phenylalanine biosynthetic process
aspC		GO:0030170	F	IDA	pyridoxal phosphate binding
aspC		GO:0005737	C	IDA	cytoplasm
ompF		GO:0015288	F	IMP	porin activity
asnS		GO:0006418	P	IDA	tRNA aminoacylation for protein translation
pepN		GO:0004177	F	IDA	aminopeptidase activity
pepN		GO:0043171	P	IGI	peptide catabolic process
ssuC		GO:0006790	P	IGI	sulfur compound metabolic process
ssuA		GO:0006790	P	IGI	sulfur compound metabolic process
ssuE		GO:0006974	P	IEP	response to DNA damage stimulus
zapC		GO:0051302	P	IMP	regulation of cell division
fabA		GO:0006633	P	IGI	fatty acid biosynthetic process
fabA		GO:0008610	P	IGI	lipid biosynthetic process
ompA		GO:0016020	C	IDA	membrane
ompA		GO:0009279	C	IDA	cell outer membrane
ompA		GO:0019867	C	IDA	outer membrane
ompA		GO:0015288	F	IDA	porin activity
ompA		GO:0016021	C	IDA	integral to membrane
ompA		GO:0006810	P	IDA	transport
ompA		GO:0046718	P	IMP	viral entry into host cell
ompA		GO:0000746	P	IMP	conjugation
ompA		GO:0009597	P	IMP	detection of virus
ompA		GO:0006811	P	IDA	ion transport
ompA		GO:0019867	C	IDA	outer membrane
ompA		GO:0009279	C	IDA	cell outer membrane
ompA		GO:0016021	C	IDA	integral to membrane
ompA		GO:0009279	C	IDA	cell outer membrane
ompA		GO:0006974	P	IEP	response to DNA damage stimulus
sulA		GO:0032466	P	IMP	negative regulation of cytokinesis
sulA		GO:0051782	P	IMP	negative regulation of cell division
sulA		GO:0006974	P	IEP	response to DNA damage stimulus
sulA		GO:0005515	F	IPI	protein binding
cspG		GO:0009409	P	IDA	response to cold
torS		GO:0005515	F	IPI	protein binding
torC		GO:0005515	F	IPI	protein binding
torC		GO:0005515	F	IPI	protein binding
torA		GO:0050626	F	IMP	trimethylamine-N-oxide reductase (cytochrome c) activity
torA		GO:0005515	F	IPI	protein binding
torD		GO:0005737	C	IDA	cytoplasm
torD		GO:0042277	F	IMP	peptide binding
torD		GO:0005515	F	IPI	protein binding
torD		GO:0043546	F	IMP	molybdopterin cofactor binding
torD		GO:0051604	P	IEP	protein maturation
cbpA		GO:0003681	F	IDA	bent DNA binding
wrbA		GO:0003955	F	IMP	NAD(P)H dehydrogenase (quinone) activity
rutE		GO:0006974	P	IEP	response to DNA damage stimulus
efeB		GO:0006974	P	IEP	response to DNA damage stimulus
efeB		GO:0020037	F	IDA	heme binding
efeB		GO:0004601	F	IDA	peroxidase activity
efeB		GO:0042597	C	IDA	periplasmic space
ycdY		GO:0006974	P	IEP	response to DNA damage stimulus
opgH		GO:0016757	F	IMP	transferase activity, transferring glycosyl groups
opgH		GO:0009250	P	IMP	glucan biosynthetic process
opgH		GO:0006970	P	IMP	response to osmotic stress
opgH		GO:0005887	C	IDA	integral to plasma membrane
yceK		GO:0006974	P	IEP	response to DNA damage stimulus
lpxL		GO:0016740	F	IDA	transferase activity
lpxL		GO:0016020	C	IDA	membrane
lpxL		GO:0009245	P	IMP	lipid A biosynthetic process
solA		GO:0006974	P	IEP	response to DNA damage stimulus
rimJ		GO:0006474	P	IMP	N-terminal protein amino acid acetylation
rimJ		GO:0008080	F	IMP	N-acetyltransferase activity
rimJ		GO:0008999	F	IMP	ribosomal-protein-alanine N-acetyltransferase activity
rimJ		GO:0006464	P	IMP	cellular protein modification process
rimJ		GO:0005737	C	IDA	cytoplasm
flgE		GO:0009424	C	IMP	bacterial-type flagellum hook
flgE		GO:0009424	C	IMP	bacterial-type flagellum hook
flgI		GO:0006974	P	IEP	response to DNA damage stimulus
flgK		GO:0044780	P	IMP	NA
rluC		GO:0000455	P	IDA	enzyme-directed rRNA pseudouridine synthesis
yceF		GO:0047429	F	IDA	nucleoside-triphosphate diphosphatase activity
acpP		GO:0000036	F	IDA	acyl carrier activity
acpP		GO:0006633	P	IMP	fatty acid biosynthetic process
acpP		GO:0008610	P	IMP	lipid biosynthetic process
acpP		GO:0031177	F	IMP	phosphopantetheine binding
acpP		GO:0005737	C	IDA	cytoplasm
acpP		GO:0042493	P	IMP	response to drug
acpP		GO:0000035	F	IDA	acyl binding
acpP		GO:0009245	P	IMP	lipid A biosynthetic process
tmk		GO:0015949	P	IDA	nucleobase-containing small molecule interconversion
tmk		GO:0004798	F	IDA	thymidylate kinase activity
tmk		GO:0006233	P	IDA	dTDP biosynthetic process
tmk		GO:0006235	P	IDA	dTTP biosynthetic process
tmk		GO:0005737	C	IDA	cytoplasm
ycfL		GO:0006974	P	IEP	response to DNA damage stimulus
nagZ		GO:0009254	P	IMP	peptidoglycan turnover
mfd		GO:0006281	P	IMP	DNA repair
mfd		GO:0006355	P	IDA	regulation of transcription, DNA-dependent
mfd		GO:0006974	P	IDA	response to DNA damage stimulus
mfd		GO:0000716	P	IDA	transcription-coupled nucleotide-excision repair, DNA damage recognition
purB		GO:0006974	P	IEP	response to DNA damage stimulus
hflD		GO:0009408	P	IEP	response to heat
icd		GO:0022900	P	IMP	electron transport chain
icd		GO:0005737	C	IDA	cytoplasm
mcrA		GO:0008327	F	IDA	methyl-CpG binding
minE		GO:0051302	P	IGI	regulation of cell division
minE		GO:0032955	P	IGI	regulation of barrier septum assembly
minE		GO:0032955	P	IGI	regulation of barrier septum assembly
minD		GO:0005524	F	IDA	ATP binding
minD		GO:0016887	F	IDA	ATPase activity
minD		GO:0005886	C	EXP	plasma membrane
minC		GO:0051301	P	EXP	cell division
minC		GO:0051302	P	EXP	regulation of cell division
hlyE		GO:0009405	P	IDA	pathogenesis
hlyE		GO:0044532	P	IDA	modulation of apoptotic process in other organism
umuD		GO:0005515	F	IPI	protein binding
umuD		GO:0006974	P	IEP	response to DNA damage stimulus
umuC		GO:0016021	C	IDA	integral to membrane
umuC		GO:0005515	F	IPI	protein binding
umuC		GO:0006974	P	IEP	response to DNA damage stimulus
nhaB		GO:0015385	F	IDA	sodium:hydrogen antiporter activity
nhaB		GO:0005886	C	IDA	plasma membrane
nhaB		GO:0010226	P	IGI	response to lithium ion
ycgB		GO:0006974	P	IEP	response to DNA damage stimulus
emtA		GO:0008932	F	IDA	lytic endotransglycosylase activity
treA		GO:0006974	P	IEP	response to DNA damage stimulus
dhaM		GO:0006974	P	IEP	response to DNA damage stimulus
dhaK		GO:0006974	P	IEP	response to DNA damage stimulus
yfdG		GO:0008883	F	IDA	glutamyl-tRNA reductase activity
yfdG		GO:0050661	F	IDA	NADP binding
yfdG		GO:0003824	F	IDA	catalytic activity
yfdG		GO:0006783	P	IMP	heme biosynthetic process
yfdG		GO:0003870	F	IMP	5-aminolevulinate synthase activity
chaA		GO:0005887	C	IDA	integral to plasma membrane
narX		GO:0006974	P	IEP	response to DNA damage stimulus
galU		GO:0006011	P	IMP	UDP-glucose metabolic process
hns		GO:0003681	F	IDA	bent DNA binding
adhE		GO:0004022	F	IMP	alcohol dehydrogenase (NAD) activity
adhE		GO:0008774	F	IMP	acetaldehyde dehydrogenase (acetylating) activity
adhE		GO:0006115	P	IDA	ethanol biosynthetic process
oppA		GO:0006857	P	IDA	oligopeptide transport
clsA		GO:0008808	F	IMP	cardiolipin synthase activity
tonB		GO:0015889	P	IGI	cobalamin transport
yciF		GO:0006974	P	IEP	response to DNA damage stimulus
yciG		GO:0071978	P	IMP	bacterial-type flagellar swarming motility
trpA		GO:0009073	P	IMP	aromatic amino acid family biosynthetic process
trpA		GO:0000162	P	IMP	tryptophan biosynthetic process
trpA		GO:0005737	C	IDA	cytoplasm
trpB		GO:0005737	C	IDA	cytoplasm
trpB		GO:0030170	F	IDA	pyridoxal phosphate binding
trpB		GO:0009073	P	IMP	aromatic amino acid family biosynthetic process
trpB		GO:0000162	P	IMP	tryptophan biosynthetic process
trpE		GO:0004049	F	IDA	anthranilate synthase activity
btuR		GO:0009236	P	IMP	cobalamin biosynthetic process
topA		GO:0006265	P	IGI	DNA topological change
acnA		GO:0003994	F	IDA	aconitate hydratase activity
acnA		GO:0003729	F	IDA	mRNA binding
acnA		GO:0006099	P	NAS	tricarboxylic acid cycle
acnA		GO:0006097	P	NAS	glyoxylate cycle
acnA		GO:0005506	F	IMP	iron ion binding
acnA		GO:0046872	F	IDA	metal ion binding
acnA		GO:0051539	F	IDA	4 iron, 4 sulfur cluster binding
acnA		GO:0006979	P	IDA	response to oxidative stress
acnA		GO:0009061	P	IDA	anaerobic respiration
acnA		GO:0005737	C	IDA	cytoplasm
pyrF		GO:0005737	C	IDA	cytoplasm
pyrF		GO:0004590	F	IDA	orotidine-5'-phosphate decarboxylase activity
pyrF		GO:0015949	P	IDA	nucleobase-containing small molecule interconversion
pyrF		GO:0016831	F	IDA	carboxy-lyase activity
yciT		GO:0006974	P	IEP	response to DNA damage stimulus
puuP		GO:0006974	P	IEP	response to DNA damage stimulus
pspA		GO:0009408	P	IEP	response to heat
pspA		GO:0009271	P	IEP	phage shock
pspD		GO:0005886	C	IDA	plasma membrane
ompG		GO:0045203	C	IDA	integral to cell outer membrane
ompG		GO:0015288	F	IMP	porin activity
mpaA		GO:0004040	F	IGI	amidase activity
mpaA		GO:0009253	P	IGI	peptidoglycan catabolic process
mppA		GO:0042939	P	IMP	tripeptide transport
mppA		GO:0042597	C	IDA	periplasmic space
abgB		GO:0071713	F	IMP	para-aminobenzoyl-glutamate hydrolase activity
abgB		GO:0005737	C	IDA	cytoplasm
abgB		GO:0046657	P	IGI	folic acid catabolic process
abgB		GO:0046982	F	IPI	protein heterodimerization activity
abgA		GO:0071713	F	IMP	para-aminobenzoyl-glutamate hydrolase activity
abgA		GO:0005737	C	IDA	cytoplasm
abgA		GO:0046657	P	IGI	folic acid catabolic process
abgA		GO:0046982	F	IPI	protein heterodimerization activity
dbpA		GO:0003724	F	IDA	RNA helicase activity
dbpA		GO:0016887	F	IDA	ATPase activity
dbpA		GO:0033677	F	IDA	DNA/RNA helicase activity
kilR		GO:0051782	P	IMP	negative regulation of cell division
uspF		GO:0005524	F	IDA	ATP binding
hslJ		GO:0009408	P	IEP	response to heat
ldhA		GO:0009408	P	IEP	response to heat
ldhA		GO:0070404	F	IDA	NADH binding
ldhA		GO:0009408	P	IEP	response to heat
feaB		GO:0016491	F	IDA	oxidoreductase activity
feaB		GO:0008957	F	IDA	phenylacetaldehyde dehydrogenase activity
feaB		GO:0009435	P	IDA	NAD biosynthetic process
feaB		GO:0009435	P	IDA	NAD biosynthetic process
feaB		GO:0046196	P	IDA	4-nitrophenol catabolic process
feaB		GO:0047106	F	IDA	4-hydroxyphenylacetaldehyde dehydrogenase activity
feaB		GO:0009435	P	IDA	NAD biosynthetic process
feaB		GO:0008957	F	IDA	phenylacetaldehyde dehydrogenase activity
paaJ		GO:0006974	P	IEP	response to DNA damage stimulus
paaK		GO:0047475	F	IMP	phenylacetate-CoA ligase activity
paaK		GO:0016405	F	IMP	CoA-ligase activity
ynbA		GO:0008444	F	ISS	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
ynbD		GO:0005887	C	ISM	integral to plasma membrane
hrpA		GO:0004386	F	IMP	helicase activity
hrpA		GO:0009451	P	IMP	RNA modification
aldA		GO:0008911	F	IDA	lactaldehyde dehydrogenase activity
opgD		GO:0032951	P	IDA	regulation of beta-glucan biosynthetic process
rimL		GO:0006464	P	IDA	cellular protein modification process
rimL		GO:0008080	F	IDA	N-acetyltransferase activity
rimL		GO:0006474	P	IDA	N-terminal protein amino acid acetylation
rimL		GO:0008999	F	IDA	ribosomal-protein-alanine N-acetyltransferase activity
rimL		GO:0005737	C	IDA	cytoplasm
narY		GO:0006974	P	IEP	response to DNA damage stimulus
adhP		GO:0006974	P	IEP	response to DNA damage stimulus
adhP		GO:0045471	P	IEP	response to ethanol
adhP		GO:0046187	P	IDA	acetaldehyde catabolic process
adhP		GO:0004022	F	IDA	alcohol dehydrogenase (NAD) activity
ddpC		GO:0005887	C	IDA	integral to plasma membrane
ydeM		GO:0006974	P	IEP	response to DNA damage stimulus
yneH		GO:0004359	F	IDA	glutaminase activity
yneH		GO:0045926	P	IMP	negative regulation of growth
sad		GO:0009013	F	IDA	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
sad		GO:0009013	F	IDA	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
sad		GO:0009450	P	IMP	gamma-aminobutyric acid catabolic process
sad		GO:0009450	P	IMP	gamma-aminobutyric acid catabolic process
marC		GO:0005887	C	IDA	integral to plasma membrane
cspI		GO:0009409	P	IDA	response to cold
cspB		GO:0003723	F	IDA	RNA binding
cspB		GO:0003697	F	IDA	single-stranded DNA binding
cspB		GO:0009409	P	IDA	response to cold
dicB		GO:0051302	P	IMP	regulation of cell division
ynfA		GO:0005887	C	IDA	integral to plasma membrane
ynfE		GO:0033797	F	IMP	selenate reductase activity
mdtI		GO:0005887	C	IDA	integral to plasma membrane
tqsA		GO:0044010	P	IMP	single-species biofilm formation
tqsA		GO:0006810	P	IMP	transport
fumA		GO:0004333	F	NAS	fumarate hydratase activity
fumA		GO:0004333	F	IDA	fumarate hydratase activity
add		GO:0004000	F	IDA	adenosine deaminase activity
add		GO:0004000	F	IMP	adenosine deaminase activity
add		GO:0015950	P	IGI	purine nucleotide interconversion
add		GO:0009168	P	IGI	purine ribonucleoside monophosphate biosynthetic process
add		GO:0006154	P	IGI	adenosine catabolic process
add		GO:0004000	F	IDA	adenosine deaminase activity
add		GO:0032261	P	IGI	purine nucleotide salvage
add		GO:0043103	P	IGI	hypoxanthine salvage
add		GO:0046101	P	IGI	hypoxanthine biosynthetic process
add		GO:0006974	P	IEP	response to DNA damage stimulus
dtpA		GO:0006857	P	IDA	oligopeptide transport
dtpA		GO:0016021	C	IDA	integral to membrane
dtpA		GO:0015293	F	IDA	symporter activity
pdxY		GO:0009443	P	IMP	pyridoxal 5'-phosphate salvage
pdxY		GO:0008478	F	IDA	pyridoxal kinase activity
pdxY		GO:0042817	P	IMP	pyridoxal metabolic process
pdxY		GO:0042819	P	IMP	vitamin B6 biosynthetic process
pdxH		GO:0004733	F	IDA	pyridoxamine-phosphate oxidase activity
pdxH		GO:0016491	F	IDA	oxidoreductase activity
pdxH		GO:0055114	P	IDA	oxidation-reduction process
slyA		GO:0003700	F	IMP	sequence-specific DNA binding transcription factor activity
sodC		GO:0030288	C	IDA	outer membrane-bounded periplasmic space
sodC		GO:0004784	F	IDA	superoxide dismutase activity
sodC		GO:0004784	F	IDA	superoxide dismutase activity
sodC		GO:0042597	C	IDA	periplasmic space
sodC		GO:0042597	C	IDA	periplasmic space
sodC		GO:0005507	F	IDA	copper ion binding
sodC		GO:0008270	F	IDA	zinc ion binding
sodC		GO:0006801	P	IDA	superoxide metabolic process
sodB		GO:0004784	F	IDA	superoxide dismutase activity
sodB		GO:0005737	C	IDA	cytoplasm
sodB		GO:0004784	F	IDA	superoxide dismutase activity
sodB		GO:0000303	P	IDA	response to superoxide
sodB		GO:0016491	F	IDA	oxidoreductase activity
sodB		GO:0006801	P	IDA	superoxide metabolic process
sodB		GO:0055114	P	IDA	oxidation-reduction process
sodB		GO:0019430	P	IDA	removal of superoxide radicals
