Protein_id,gene_name,mRNA_ID,b#
YP_003045824.1,yqcA,ECB_02635,b2790
YP_003045825.1,yqcB,ECB_02636,b2791
YP_003045826.1,yqcC,ECB_02637,b2792
YP_003045827.1,syd,ECB_02638,b2793
YP_003045828.1,queF,ECB_02639,b2794
YP_003045829.1,ygdH,ECB_02640,b2795
YP_003045830.1,sdaC,ECB_02641,b2796
YP_003045831.1,sdaB,ECB_02642,b2797
YP_003045832.1,xni,ECB_02643,b2798
YP_003045833.1,fucO,ECB_02644,b2799
YP_003045841.1,fucI,ECB_02653,b2802
YP_003045842.1,fucK,ECB_02654,b2803
YP_003045843.1,fucU,ECB_02655,b2804
YP_003045844.1,fucR,ECB_02656,b2805
YP_003045845.1,ygdE,ECB_02657,b2806
YP_003045846.1,ygdD,ECB_02658,b2807
YP_003045847.1,gcvA,ECB_02659,b2808
YP_003045848.1,ygdI,ECB_02660,b2809
YP_003045849.1,csdA,ECB_02661,b2810
YP_003045850.1,ygdK,ECB_02662,b2811
YP_003045851.1,ygdL,ECB_02663,b2812
YP_003045852.1,mltA,ECB_02664,b2813
YP_003045853.1,amiC,ECB_02665,b2817
YP_003045854.1,argA,ECB_02666,b2818
YP_003045855.1,recD,ECB_02667,b2819
YP_003045856.1,recB,ECB_02668,b2820
YP_003045857.1,ptr,ECB_02669,b2821
YP_003045858.1,recC,ECB_02670,b2822
YP_003045859.1,ppdC,ECB_02671,b2823
YP_003045860.1,ygdB,ECB_02672,b2824
YP_003045861.1,ppdB,ECB_02673,b2825
YP_003045862.1,ppdA,ECB_02674,b2826
YP_003045863.1,thyA,ECB_02675,b2827
YP_003045864.1,lgt,ECB_02676,b2828
YP_003045865.1,ptsP,ECB_02677,b2829
YP_003045866.1,ygdP,ECB_02678,b2830
YP_003045867.1,mutH,ECB_02679,b2831
YP_003045868.1,ygdQ,ECB_02680,b2832
YP_003045869.1,ygdR,ECB_02681,b2833
YP_003045870.1,tas,ECB_02682,b2834
YP_003045871.1,ygeD,ECB_02683,b2835
YP_003045872.1,aas,ECB_02684,b2836
YP_003045873.1,galR,ECB_02685,b2837
YP_003045874.1,lysA,ECB_02686,b2838
YP_003045875.1,lysR,ECB_02687,b2839
YP_003045876.1,ygeA,ECB_02688,b2840
YP_003045877.1,araE,ECB_02689,b2841
YP_003045878.1,kduD,ECB_02690,b2842
YP_003045879.1,kduI,ECB_02691,b2843
YP_003045880.1,yqeF,ECB_02692,b2844
YP_003045881.1,yqeG,ECB_02693,b2845
YP_003045882.1,yqeH,ECB_02694,b2846
YP_003045886.1,ygeR,ECB_02698,b2865
YP_003045887.1,xdhA,ECB_02699,b2866
YP_003045888.1,xdhB,ECB_02700,b2867
YP_003045889.1,xdhC,ECB_02701,b2868
YP_003045890.1,ygeV,ECB_02702,b2869
YP_003045891.1,ygeW,ECB_02703,b2870
YP_003045892.1,ygeX,ECB_02704,b2871
YP_003045893.1,ygeY,ECB_02705,b2872
YP_003045894.1,ygeZ,ECB_02706,b2873
YP_003045895.1,yqeA,ECB_02707,b2874
YP_003045896.1,yqeB,ECB_02708,b2875
YP_003045897.1,yqeC,ECB_02709,b2876
YP_003045898.1,ygfJ,ECB_02710,b2877
YP_003045899.1,ygfK,ECB_02711,b2878
YP_003045900.1,ssnA,ECB_02712,b2879
YP_003045901.1,ygfM,ECB_02713,b2880
YP_003045902.1,xdhD,ECB_02714,b2881
YP_003045903.1,ygfO,ECB_02715,b2882
YP_003045904.1,guaD,ECB_02716,b2883
YP_003045906.1,ygfS,ECB_02718,b2886
YP_003045907.1,ygfT,ECB_02719,b2887
YP_003045908.1,ygfU,ECB_02720,b2888
YP_003045909.1,idi,ECB_02721,b2889
YP_003045910.1,lysS,ECB_02722,b2890
YP_003045911.1,prfB,ECB_02723,b2891
YP_003045912.1,recJ,ECB_02724,b2892
YP_003045913.1,dsbC,ECB_02725,b2893
YP_003045914.1,xerD,ECB_02726,b2894
YP_003045915.1,fldB,ECB_02727,b2895
YP_003045916.1,ygfX,ECB_02728,b2896
YP_003045917.1,ygfY,ECB_02729,b2897
YP_003045918.1,ygfZ,ECB_02730,b2898
YP_003045919.1,yqfA,ECB_02731,b2899
YP_003045920.1,yqfB,ECB_02732,b2900
YP_003045921.1,bglA,ECB_02733,b2901
YP_003045922.1,ygfF,ECB_02734,b2902
YP_003045923.1,gcvP,ECB_02735,b2903
YP_003045924.1,gcvH,ECB_02736,b2904
YP_003045925.1,gcvT,ECB_02737,b2905
YP_003045926.1,visC,ECB_02738,b2906
YP_003045927.1,ubiH,ECB_02739,b2907
YP_003045928.1,pepP,ECB_02740,b2908
YP_003045929.1,ygfB,ECB_02741,b2909
YP_003045930.1,ygfE,ECB_02742,b2910
YP_003045931.1,ygfA,ECB_02743,b2912
YP_003045932.1,serA,ECB_02744,b2913
YP_003045933.1,rpiA,ECB_02745,b2914
YP_003045935.1,iciA,ECB_02747,b2916
YP_003045936.1,sbm,ECB_02748,b2917
YP_003045937.1,argK,ECB_02749,b2918
YP_003045938.1,ygfG,ECB_02750,b2919
YP_003045939.1,ygfH,ECB_02751,b2920
YP_003045940.1,ygfI,ECB_02752,b2921
YP_003045941.1,yggE,ECB_02753,b2922
YP_003045942.1,yggA,ECB_02754,b2923
YP_003045943.1,yggB,ECB_02755,b2924
YP_003045944.1,fbaA,ECB_02756,b2925
YP_003045945.1,pgk,ECB_02757,b2926
YP_003045946.1,epd,ECB_02758,b2927
YP_003045948.1,yggD,ECB_02760,b2929
YP_003045949.1,yggF,ECB_02761,b2930
YP_003045951.1,cmtA,ECB_02763,b2933
YP_003045952.1,cmtB,ECB_02764,b2934
YP_003045953.1,tktA,ECB_02765,b2935
YP_003045954.1,yggG,ECB_02766,b2936
YP_003045955.1,speB,ECB_02767,b2937
YP_003045956.1,speA,ECB_02768,b2938
YP_003045957.1,yqgB,ECB_02769,b2939
YP_003045958.1,yqgC,ECB_02770,b2940
YP_003045960.1,metK,ECB_02772,b2942
YP_003045961.1,galP,ECB_02773,b2943
YP_003045962.1,sprT,ECB_02774,b2944
YP_003045963.1,endA,ECB_02775,b2945
YP_003045964.1,yggJ,ECB_02776,b2946
YP_003045965.1,gshB,ECB_02777,b2947
YP_003045966.1,yqgE,ECB_02778,b2948
YP_003045967.1,yqgF,ECB_02779,b2949
YP_003045968.1,yggR,ECB_02780,b2950
YP_003045969.1,yggS,ECB_02781,b2951
YP_003045970.1,yggT,ECB_02782,b2952
YP_003045971.1,yggU,ECB_02783,b2953
YP_003045972.1,yggV,ECB_02784,b2954
YP_003045973.1,yggW,ECB_02785,b2955
YP_003045974.1,yggM,ECB_02786,b2956
YP_003045975.1,ansB,ECB_02787,b2957
YP_003045976.1,yggN,ECB_02788,b2958
YP_003045977.1,yggL,ECB_02789,b2959
YP_003045978.1,trmB,ECB_02790,b2960
YP_003045979.1,mutY,ECB_02791,b2961
YP_003045980.1,yggX,ECB_02792,b2962
YP_003045981.1,mltC,ECB_02793,b2963
YP_003045982.1,nupG,ECB_02794,b2964
YP_003045983.1,speC,ECB_02795,b2965
YP_003045984.1,yqgA,ECB_02796,b2966
YP_003046016.1,yghD,ECB_02829,b2968
YP_003046026.1,yghG,ECB_02840,b2971
YP_003046027.1,pppA,ECB_02841,b2972
YP_003046029.1,yghK,ECB_02843,b2975
YP_003046030.1,glcB,ECB_02844,b2976
YP_003046031.1,glcG,ECB_02845,b2977
YP_003046034.1,glcD,ECB_02848,b2979
YP_003046035.1,glcC,ECB_02849,b2980
YP_003046045.1,yghQ,ECB_02859,b2983
YP_003046046.1,yghR,ECB_02860,b2984
YP_003046047.1,yghS,ECB_02861,b2985
YP_003046048.1,yghT,ECB_02862,b2986
YP_003046049.1,pitB,ECB_02863,b2987
YP_003046050.1,gss,ECB_02864,b2988
YP_003046051.1,yghU,ECB_02865,b2989
YP_003046052.1,hybG,ECB_02866,b2990
YP_003046053.1,hybF,ECB_02867,b2991
YP_003046054.1,hybE,ECB_02868,b2992
YP_003046055.1,hybD,ECB_02869,b2993
YP_003046056.1,hybC,ECB_02870,b2994
YP_003046057.1,hybB,ECB_02871,b2995
YP_003046058.1,hybA,ECB_02872,b2996
YP_003046059.1,yghW,ECB_02874,b2998
YP_003046061.1,yghZ,ECB_02876,b3001
YP_003046062.1,yqhA,ECB_02877,b3002
YP_003046063.1,yghA,ECB_02878,b3003
YP_003046064.1,exbD,ECB_02879,b3005
YP_003046065.1,exbB,ECB_02880,b3006
YP_003046066.1,metC,ECB_02881,b3008
YP_003046067.1,yghB,ECB_02882,b3009
YP_003046068.1,yqhC,ECB_02883,b3010
YP_003046069.1,yqhD,ECB_02884,b3011
YP_003046070.1,dkgA,ECB_02885,b3012
YP_003046071.1,yqhG,ECB_02886,b3013
YP_003046072.1,yqhH,ECB_02887,b3014
YP_003046074.1,sufI,ECB_02889,b3017
YP_003046075.1,plsC,ECB_02890,b3018
YP_003046076.1,parC,ECB_02891,b3019
YP_003046077.1,ygiS,ECB_02892,b3020
YP_003046078.1,ygiT,ECB_02893,b3021
YP_003046079.1,ygiU,ECB_02894,b3022
YP_003046080.1,ygiV,ECB_02895,b3023
YP_003046081.1,ygiW,ECB_02896,b3024
YP_003046082.1,ygiX,ECB_02897,b3025
YP_003046083.1,ygiY,ECB_02898,b3026
YP_003046084.1,ygiZ,ECB_02899,b3027
YP_003046085.1,mdaB,ECB_02900,b3028
YP_003046086.1,ygiN,ECB_02901,b3029
YP_003046087.1,parE,ECB_02902,b3030
YP_003046088.1,yqiA,ECB_02903,b3031
YP_003046089.1,cpdA,ECB_02904,b3032
YP_003046090.1,yqiB,ECB_02905,b3033
YP_003046091.1,nudF,ECB_02906,b3034
YP_003046092.1,tolC,ECB_02907,b3035
YP_003046094.1,ygiB,ECB_02909,b3037
YP_003046095.1,ygiC,ECB_02910,b3038
YP_003046096.1,ygiD,ECB_02911,b3039
YP_003046097.1,ygiE,ECB_02912,b3040
YP_003046098.1,ribB,ECB_02913,b3041
YP_003046099.1,yqiC,ECB_02914,b3042
YP_003046100.1,ygiL,ECB_02915,b3043
YP_003046102.1,yqiH,ECB_02917,b3047
YP_003046103.1,yqiI,ECB_02918,b3048
YP_003046104.1,glgS,ECB_02919,b3049
YP_003046105.1,yqiJ,ECB_02920,b3050
YP_003046106.1,yqiK,ECB_02921,b3051
YP_003046107.1,rfaE,ECB_02922,b3052
YP_003046108.1,glnE,ECB_02923,b3053
YP_003046109.1,ygiF,ECB_02924,b3054
YP_003046110.1,ygiM,ECB_02925,b3055
YP_003046111.1,cca,ECB_02926,b3056
YP_003046112.1,uppP,ECB_02927,b3057
YP_003046113.1,folB,ECB_02928,b3058
YP_003046114.1,ygiH,ECB_02929,b3059
YP_003046115.1,ygiP,ECB_02930,b3060
YP_003046116.1,ttdA,ECB_02931,b3061
YP_003046117.1,ttdB,ECB_02932,b3062
YP_003046118.1,ygjE,ECB_02933,b3063
YP_003046119.1,ygjD,ECB_02934,b3064
YP_003046120.1,rpsU,ECB_02935,b3065
YP_003046121.1,dnaG,ECB_02936,b3066
YP_003046122.1,rpoD,ECB_02937,b3067
YP_003046123.1,ygjF,ECB_02938,b3068
YP_003046124.1,yqjH,ECB_02939,b3070
YP_003046125.1,yqjI,ECB_02940,b3071
YP_003046126.1,aer,ECB_02941,b3072
YP_003046127.1,ygjG,ECB_02942,b3073
YP_003046128.1,ygjH,ECB_02943,b3074
YP_003046129.1,ebgR,ECB_02944,b3075
YP_003046130.1,ebgA,ECB_02945,b3076
YP_003046131.1,ebgC,ECB_02946,b3077
YP_003046132.1,ygjI,ECB_02947,b3078
YP_003046133.1,ygjJ,ECB_02948,b3079
YP_003046134.1,ygjK,ECB_02949,b3080
YP_003046135.1,fadH,ECB_02950,b3081
YP_003046136.1,ygjM,ECB_02951,b3082
YP_003046137.1,ygjN,ECB_02952,b3083
YP_003046138.1,ygjO,ECB_02953,b3084
YP_003046139.1,ygjP,ECB_02954,b3085
YP_003046140.1,ygjQ,ECB_02955,b3086
YP_003046141.1,ygjR,ECB_02956,b3087
YP_003046142.1,ygjT,ECB_02957,b3088
YP_003046143.1,ygjU,ECB_02958,b3089
YP_003046144.1,ygjV,ECB_02959,b3090
YP_003046145.1,uxaA,ECB_02960,b3091
YP_003046146.1,uxaC,ECB_02961,b3092
YP_003046147.1,exuT,ECB_02962,b3093
YP_003046148.1,exuR,ECB_02963,b3094
YP_003046149.1,yqjA,ECB_02964,b3095
YP_003046150.1,yqjB,ECB_02965,b3096
YP_003046151.1,yqjC,ECB_02966,b3097
YP_003046152.1,yqjD,ECB_02967,b3098
YP_003046153.1,yqjE,ECB_02968,b3099
YP_003046154.1,yqjK,ECB_02969,b3100
YP_003046155.1,yqjF,ECB_02970,b3101
YP_003046156.1,yqjG,ECB_02971,b3102
YP_003046157.1,yhaH,ECB_02972,b3103
YP_003046158.1,yhaI,ECB_02973,b3104
YP_003046159.1,yhaJ,ECB_02974,b3105
YP_003046160.1,yhaK,ECB_02975,b3106
YP_003046161.1,yhaL,ECB_02976,b3107
YP_003046163.1,yhaO,ECB_02978,b3110
YP_003046165.1,tdcF,ECB_02980,b3113
YP_003046166.1,tdcE,ECB_02981,b3114
YP_003046167.1,tdcD,ECB_02982,b3115
YP_003046168.1,tdcC,ECB_02983,b3116
YP_003046169.1,tdcB,ECB_02984,b3117
YP_003046170.1,tdcA,ECB_02985,b3118
YP_003046171.1,tdcR,ECB_02986,b3119
YP_003046172.1,yhaB,ECB_02987,b3120
YP_003046173.1,yhaC,ECB_02988,b3121
YP_003046174.1,garK,ECB_02989,b3124
YP_003046175.1,garR,ECB_02990,b3125
YP_003046176.1,garL,ECB_02991,b3126
YP_003046177.1,garP,ECB_02992,b3127
YP_003046178.1,garD,ECB_02993,b3128
YP_003046179.1,sohA,ECB_02994,b3129
YP_003046180.1,yhaV,ECB_02995,b3130
YP_003046181.1,agaR,ECB_02996,b3131
YP_003046182.1,agaZ,ECB_02997,b3132
YP_003046183.1,agaV,ECB_02998,b3133
YP_003046188.1,agaS,ECB_03003,b3136
YP_003046189.1,kbaY,ECB_03004,b3137
YP_003046190.1,agaB,ECB_03005,b3138
YP_003046191.1,agaC,ECB_03006,b3139
YP_003046192.1,agaD,ECB_03007,b3140
YP_003046193.1,agaI,ECB_03008,b3141
YP_003046194.1,yraH,ECB_03009,b3142
YP_003046195.1,yraI,ECB_03010,b3143
YP_003046196.1,yraJ,ECB_03011,b3144
YP_003046197.1,yraK,ECB_03012,b3145
YP_003046198.1,yraL,ECB_03013,b3146
YP_003046199.1,yraM,ECB_03014,b3147
YP_003046200.1,yraN,ECB_03015,b3148
YP_003046201.1,yraO,ECB_03016,b3149
YP_003046202.1,yraP,ECB_03017,b3150
YP_003046203.1,yraQ,ECB_03018,b3151
YP_003046204.1,yraR,ECB_03019,b3152
YP_003046205.1,yhbO,ECB_03020,b3153
YP_003046206.1,yhbP,ECB_03021,b3154
YP_003046207.1,yhbQ,ECB_03022,b3155
YP_003046208.1,yhbS,ECB_03023,b3156
YP_003046209.1,yhbT,ECB_03024,b3157
YP_003046210.1,yhbU,ECB_03025,b3158
YP_003046211.1,yhbV,ECB_03026,b3159
YP_003046212.1,yhbW,ECB_03027,b3160
YP_003046213.1,mtr,ECB_03028,b3161
YP_003046214.1,deaD,ECB_03029,b3162
YP_003046215.1,nlpI,ECB_03030,b3163
YP_003046216.1,pnp,ECB_03031,b3164
YP_003046217.1,rpsO,ECB_03032,b3165
YP_003046218.1,truB,ECB_03033,b3166
YP_003046219.1,rbfA,ECB_03034,b3167
YP_003046220.1,infB,ECB_03035,b3168
YP_003046221.1,nusA,ECB_03036,b3169
YP_003046222.1,yhbC,ECB_03037,b3170
YP_003046223.1,argG,ECB_03038,b3172
YP_003046224.1,yhbX,ECB_03039,b3173
YP_003046225.1,secG,ECB_03040,b3175
YP_003046226.1,glmM,ECB_03041,b3176
YP_003046227.1,folP,ECB_03042,b3177
YP_003046228.1,hflB,ECB_03043,b3178
YP_003046229.1,rrmJ,ECB_03044,b3179
YP_003046230.1,yhbY,ECB_03045,b3180
YP_003046231.1,greA,ECB_03046,b3181
YP_003046232.1,dacB,ECB_03047,b3182
YP_003046233.1,obgE,ECB_03048,b3183
YP_003046234.1,yhbE,ECB_03049,b3184
YP_003046235.1,rpmA,ECB_03050,b3185
YP_003046236.1,rplU,ECB_03051,b3186
YP_003046237.1,ispB,ECB_03052,b3187
YP_003046238.1,nlp,ECB_03053,b3188
YP_003046239.1,murA,ECB_03054,b3189
YP_003046240.1,yrbA,ECB_03055,b3190
YP_003046241.1,yrbB,ECB_03056,b3191
YP_003046242.1,yrbC,ECB_03057,b3192
YP_003046243.1,yrbD,ECB_03058,b3193
YP_003046244.1,yrbE,ECB_03059,b3194
YP_003046245.1,yrbF,ECB_03060,b3195
YP_003046246.1,yrbG,ECB_03061,b3196
YP_003046247.1,yrbH,ECB_03062,b3197
YP_003046248.1,yrbI,ECB_03063,b3198
YP_003046249.1,yrbK,ECB_03064,b3199
YP_003046250.1,yhbN,ECB_03065,b3200
YP_003046251.1,yhbG,ECB_03066,b3201
YP_003046252.1,rpoN,ECB_03067,b3202
YP_003046253.1,yhbH,ECB_03068,b3203
YP_003046254.1,ptsN,ECB_03069,b3204
YP_003046255.1,yhbJ,ECB_03070,b3205
YP_003046256.1,ptsO,ECB_03071,b3206
YP_003046257.1,yrbL,ECB_03072,b3207
YP_003046258.1,mtgA,ECB_03073,b3208
YP_003046259.1,yhbL,ECB_03074,b3209
YP_003046260.1,arcB,ECB_03075,b3210
YP_003046261.1,yhcC,ECB_03076,b3211
YP_003046262.1,gltB,ECB_03077,b3212
YP_003046263.1,gltD,ECB_03078,b3213
YP_003046264.1,yhcG,ECB_03079,b3220
YP_003046266.1,yhcH,ECB_03081,b3221
YP_003046267.1,nanK,ECB_03082,b3222
YP_003046268.1,nanE,ECB_03083,b3223
YP_003046269.1,nanT,ECB_03084,b3224
YP_003046270.1,nanA,ECB_03085,b3225
YP_003046271.1,nanR,ECB_03086,b3226
YP_003046272.1,dcuD,ECB_03087,b3227
YP_003046273.1,sspB,ECB_03088,b3228
YP_003046274.1,sspA,ECB_03089,b3229
YP_003046275.1,rpsI,ECB_03090,b3230
YP_003046276.1,rplM,ECB_03091,b3231
YP_003046277.1,yhcM,ECB_03092,b3232
YP_003046278.1,yhcB,ECB_03093,b3233
YP_003046279.1,degQ,ECB_03094,b3234
YP_003046280.1,degS,ECB_03095,b3235
YP_003046281.1,mdh,ECB_03096,b3236
YP_003046282.1,argR,ECB_03097,b3237
YP_003046283.1,yhcN,ECB_03098,b3238
YP_003046284.1,yhcO,ECB_03099,b3239
YP_003046285.1,yhcP,ECB_03100,b3240
YP_003046286.1,yhcQ,ECB_03101,b3241
YP_003046287.1,yhcR,ECB_03102,b3242
YP_003046288.1,yhcS,ECB_03103,b3243
YP_003046289.1,tldD,ECB_03104,b3244
YP_003046291.1,rng,ECB_03106,b3247
YP_003046292.1,yhdE,ECB_03107,b3248
YP_003046293.1,mreD,ECB_03108,b3249
YP_003046294.1,mreC,ECB_03109,b3250
YP_003046295.1,mreB,ECB_03110,b3251
YP_003046296.1,yhdA,ECB_03111,b3252
YP_003046297.1,yhdH,ECB_03112,b3253
YP_003046298.1,accB,ECB_03113,b3255
YP_003046299.1,accC,ECB_03114,b3256
YP_003046300.1,yhdT,ECB_03115,b3257
YP_003046301.1,panF,ECB_03116,b3258
YP_003046302.1,prmA,ECB_03117,b3259
YP_003046303.1,yhdG,ECB_03118,b3260
YP_003046304.1,fis,ECB_03119,b3261
YP_003046305.1,yhdJ,ECB_03120,b3262
YP_003046306.1,yhdU,ECB_03121,b3263
YP_003046307.1,envR,ECB_03122,b3264
YP_003046308.1,acrE,ECB_03123,b3265
YP_003046309.1,acrF,ECB_03124,b3266
YP_003046310.1,yhdV,ECB_03125,b3267
YP_003046312.1,yhdX,ECB_03127,b3269
YP_003046313.1,yhdY,ECB_03128,b3270
YP_003046314.1,yhdZ,ECB_03129,b3271
YP_003046315.1,yrdA,ECB_03130,b3279
YP_003046316.1,yrdB,ECB_03131,b3280
YP_003046317.1,aroE,ECB_03132,b3281
YP_003046318.1,yrdC,ECB_03133,b3282
YP_003046319.1,yrdD,ECB_03134,b3283
YP_003046320.1,smg,ECB_03135,b3284
YP_003046322.1,def,ECB_03137,b3287
YP_003046323.1,fmt,ECB_03138,b3288
YP_003046324.1,rrmB,ECB_03139,b3289
YP_003046325.1,trkA,ECB_03140,b3290
YP_003046326.1,mscL,ECB_03141,b3291
YP_003046328.1,zntR,ECB_03143,b3292
YP_003046329.1,yhdN,ECB_03144,b3293
YP_003046330.1,rplQ,ECB_03145,b3294
YP_003046331.1,rpoA,ECB_03146,b3295
YP_003046332.1,rpsD,ECB_03147,b3296
YP_003046333.1,rpsK,ECB_03148,b3297
YP_003046334.1,rpsM,ECB_03149,b3298
YP_003046335.1,rpmJ,ECB_03150,b3299
YP_003046336.1,secY,ECB_03151,b3300
YP_003046337.1,rplO,ECB_03152,b3301
YP_003046338.1,rpmD,ECB_03153,b3302
YP_003046339.1,rpsE,ECB_03154,b3303
YP_003046340.1,rplR,ECB_03155,b3304
YP_003046341.1,rplF,ECB_03156,b3305
YP_003046342.1,rpsH,ECB_03157,b3306
YP_003046343.1,rpsN,ECB_03158,b3307
YP_003046344.1,rplE,ECB_03159,b3308
YP_003046345.1,rplX,ECB_03160,b3309
YP_003046346.1,rplN,ECB_03161,b3310
YP_003046347.1,rpsQ,ECB_03162,b3311
YP_003046348.1,rpmC,ECB_03163,b3312
YP_003046349.1,rplP,ECB_03164,b3313
YP_003046350.1,rpsC,ECB_03165,b3314
YP_003046351.1,rplV,ECB_03166,b3315
YP_003046352.1,rpsS,ECB_03167,b3316
YP_003046353.1,rplB,ECB_03168,b3317
YP_003046354.1,rplW,ECB_03169,b3318
YP_003046355.1,rplD,ECB_03170,b3319
YP_003046356.1,rplC,ECB_03171,b3320
YP_003046357.1,rpsJ,ECB_03172,b3321
YP_003046358.1,pioO,ECB_03173,b3322
YP_003046359.1,gspA,ECB_03174,b3323
YP_003046360.1,gspC,ECB_03175,b3324
YP_003046361.1,gspD,ECB_03176,b3325
YP_003046362.1,gspE,ECB_03177,b3326
YP_003046363.1,gspF,ECB_03178,b3327
YP_003046364.1,gspG,ECB_03179,b3328
YP_003046365.1,gspH,ECB_03180,b3329
YP_003046366.1,gspI,ECB_03181,b3330
YP_003046367.1,gspJ,ECB_03182,b3331
YP_003046368.1,gspK,ECB_03183,b3332
YP_003046369.1,gspL,ECB_03184,b3333
YP_003046370.1,gspM,ECB_03185,b3334
YP_003046371.1,gspO,ECB_03186,b3335
YP_003046372.1,bfr,ECB_03187,b3336
YP_003046373.1,bfd,ECB_03188,b3337
YP_003046374.1,chiA,ECB_03189,b3338
YP_003046375.1,tufA,ECB_03190,b3339
YP_003046376.1,fusA,ECB_03191,b3340
YP_003046377.1,rpsG,ECB_03192,b3341
YP_003046378.1,rpsL,ECB_03193,b3342
YP_003046379.1,yheL,ECB_03194,b3343
YP_003046380.1,yheM,ECB_03195,b3344
YP_003046381.1,yheN,ECB_03196,b3345
YP_003046382.1,yheO,ECB_03197,b3346
YP_003046383.1,fkpA,ECB_03198,b3347
YP_003046384.1,slyX,ECB_03199,b3348
YP_003046385.1,slyD,ECB_03200,b3349
YP_003046386.1,kefB,ECB_03201,b3350
YP_003046387.1,yheR,ECB_03202,b3351
YP_003046388.1,yheS,ECB_03203,b3352
YP_003046389.1,yheT,ECB_03204,b3353
YP_003046390.1,yheU,ECB_03205,b3354
YP_003046391.1,prkB,ECB_03206,b3355
YP_003046392.1,yhfA,ECB_03207,b3356
YP_003046393.1,crp,ECB_03208,b3357
YP_003046394.1,yhfK,ECB_03209,b3358
YP_003046395.1,argD,ECB_03210,b3359
YP_003046396.1,pabA,ECB_03211,b3360
YP_003046397.1,fic,ECB_03212,b3361
YP_003046398.1,yhfG,ECB_03213,b3362
YP_003046399.1,ppiA,ECB_03214,b3363
YP_003046400.1,yhfC,ECB_03215,b3364
YP_003046401.1,nirB,ECB_03216,b3365
YP_003046402.1,nirD,ECB_03217,b3366
YP_003046403.1,nirC,ECB_03218,b3367
YP_003046404.1,cysG,ECB_03219,b3368
YP_003046405.1,yhfL,ECB_03220,b3369
YP_003046406.1,frlA,ECB_03221,b3370
YP_003046407.1,frlB,ECB_03222,b3371
YP_003046409.1,yhfQ,ECB_03224,b3374
YP_003046410.1,yhfR,ECB_03225,b3375
YP_003046413.1,yhfT,ECB_03229,b3377
YP_003046414.1,yhfU,ECB_03230,b3378
YP_003046415.1,yhfV,ECB_03231,b3379
YP_003046416.1,yhfW,ECB_03232,b3380
YP_003046417.1,yhfX,ECB_03233,b3381
YP_003046418.1,yhfY,ECB_03234,b3382
YP_003046419.1,yhfZ,ECB_03235,b3383
YP_003046420.1,trpS,ECB_03236,b3384
YP_003046421.1,gph,ECB_03237,b3385
YP_003046422.1,rpe,ECB_03238,b3386
YP_003046423.1,dam,ECB_03239,b3387
YP_003046424.1,damX,ECB_03240,b3388
YP_003046425.1,aroB,ECB_03241,b3389
YP_003046426.1,aroK,ECB_03242,b3390
YP_003046427.1,hofQ,ECB_03243,b3391
YP_003046428.1,yrfA,ECB_03244,b3392
YP_003046429.1,yrfB,ECB_03245,b3393
YP_003046430.1,yrfC,ECB_03246,b3394
YP_003046431.1,yrfD,ECB_03247,b3395
YP_003046432.1,mrcA,ECB_03248,b3396
YP_003046433.1,nudE,ECB_03249,b3397
YP_003046434.1,yrfF,ECB_03250,b3398
YP_003046435.1,yrfG,ECB_03251,b3399
YP_003046436.1,hslR,ECB_03252,b3400
YP_003046437.1,hslO,ECB_03253,b3401
YP_003046438.1,yhgE,ECB_03254,b3402
YP_003046439.1,pckA,ECB_03255,b3403
YP_003046440.1,envZ,ECB_03256,b3404
YP_003046441.1,ompR,ECB_03257,b3405
YP_003046442.1,greB,ECB_03258,b3406
YP_003046443.1,yhgF,ECB_03259,b3407
YP_003046444.1,feoA,ECB_03260,b3408
YP_003046445.1,feoB,ECB_03261,b3409
YP_003046446.1,yhgG,ECB_03262,b3410
YP_003046447.1,yhgA,ECB_03263,b3411
YP_003046448.1,bioH,ECB_03264,b3412
YP_003046449.1,yhgH,ECB_03265,b3413
YP_003046450.1,yhgI,ECB_03266,b3414
YP_003046451.1,gntT,ECB_03267,b3415
YP_003046452.1,malQ,ECB_03268,b3416
YP_003046453.1,malP,ECB_03269,b3417
YP_003046454.1,malT,ECB_03270,b3418
YP_003046456.1,rtcB,ECB_03272,b3421
YP_003046457.1,rtcR,ECB_03273,b3422
YP_003046459.1,glpG,ECB_03275,b3424
YP_003046460.1,glpE,ECB_03276,b3425
YP_003046461.1,glpD,ECB_03277,b3426
YP_003046463.1,glgP,ECB_03280,b3428
YP_003046464.1,glgA,ECB_03281,b3429
YP_003046465.1,glgC,ECB_03282,b3430
YP_003046466.1,glgX,ECB_03283,b3431
YP_003046467.1,glgB,ECB_03284,b3432
YP_003046468.1,asd,ECB_03285,b3433
YP_003046469.1,yhgN,ECB_03286,b3434
YP_003046471.1,gntK,ECB_03288,b3437
YP_003046472.1,gntR,ECB_03289,b3438
YP_003046473.1,yhhW,ECB_03290,b3439
YP_003046474.1,yhhX,ECB_03291,b3440
YP_003046475.1,yhhY,ECB_03292,b3441
YP_003046476.1,yhhZ,ECB_03293,b3442
YP_003046478.1,yrhB,ECB_03295,b3446
YP_003046479.1,ggt,ECB_03296,b3447
YP_003046480.1,yhhA,ECB_03297,b3448
YP_003046481.1,ugpQ,ECB_03298,b3449
YP_003046482.1,ugpC,ECB_03299,b3450
YP_003046483.1,ugpE,ECB_03300,b3451
YP_003046484.1,ugpA,ECB_03301,b3452
